key,change_type,field,before,after
NHL:8485439.0,added,__row__,,"{""Player"": ""Tommy Lafreniere"", ""Team"": ""EDM"", ""Position"": ""F"", ""Jersey#"": 0, ""H(f)"": """", ""W(lbs)"": 0, ""Age"": 18, ""Country"": """", ""Flag"": """", ""FlagISO2"": """", ""Draft Year"": 0, ""Status"": ""FA"", ""UFA Year"": 0, ""Cap Hit"": ""nan"", ""NHL GP"": 0, ""NHL G"": 0, ""NHL A"": 0, ""NHL P"": 0, ""GP"": 0, ""G"": 0, ""A"": 0, ""P"": 0, ""NHL SV%"": 0, ""NHL GAA"": 0, ""Length"": ""0"", ""Level"": """", ""Start Year"": ""nan"", ""Signing Status"": ""nan"", ""Expiry Year"": ""nan"", ""Expiry Status"": ""nan"", ""_source"": ""Hockey_Players"", ""sr_player_urn"": """", ""nhl_id"": """", ""sr_country_code3"": """", ""sr_nationality"": """", ""sr_dob"": """", ""sr_height_cm"": """", ""sr_weight_kg"": """", ""sr_position_type"": """", ""sr_jersey_number"": """", ""sr_team_id"": """", ""sr_team_name"": """", ""sr_last_sync"": """", ""nhl_gp"": """", ""nhl_g"": """", ""nhl_a"": """", ""nhl_pts"": """", ""nhl_plus_minus"": """", ""nhl_pim"": """", ""nhl_ppp"": """", ""nhl_shp"": """", ""nhl_gwg"": """", ""nhl_sog"": """", ""nhl_sh_pct"": """", ""nhl_hits"": """", ""nhl_blk"": """", ""nhl_toi_avg"": """", ""nhl_fo_pct"": """", ""nhl_w"": """", ""nhl_l"": """", ""nhl_otl"": """", ""nhl_gaa"": """", ""nhl_sv_pct"": """", ""nhl_so"": """", ""nhl_saves"": """", ""nhl_sa"": """", ""nhl_ga"": """", ""nhl_last_stats_sync"": """", ""NHL_ID"": 8485439.0, ""_src_players"": ""hockey.players.csv"", ""Player_pp"": """", ""Age_pp"": """", ""Country_pp"": """", ""Pos"": """", ""Jersey#_pp"": """", ""W(lbs)_pp"": """", ""H(f)_pp"": """", ""UFA Year_pp"": """", ""Draft Year_pp"": """", ""NHL GP_pp"": """", ""NHL G_pp"": """", ""NHL A_pp"": """", ""NHL P_pp"": """", ""NHL PPG"": """", ""NHL SV%_pp"": """", ""NHL GAA_pp"": """", ""Status_pp"": """", ""Length_pp"": """", ""Level_pp"": """", ""Cap Hit_pp"": """", ""Start Year_pp"": """", ""Signing Status_pp"": """", ""Expiry Year_pp"": """", ""Expiry Status_pp"": """", ""GP_pp"": """", ""G_pp"": """", ""A_pp"": """", ""P_pp"": """", ""plus/moins"": """", ""Unnamed: 29"": """", ""Unnamed: 30"": """", ""_src_puckpedia"": """", ""DOB"": """", ""_src_nhl"": ""NHL_API"", ""_updated_at_utc"": ""2026-02-01T22:17:33+00:00""}"
NHL:8485442.0,added,__row__,,"{""Player"": ""Kurban Limatov"", ""Team"": ""CAR"", ""Position"": ""D"", ""Jersey#"": 0, ""H(f)"": """", ""W(lbs)"": 0, ""Age"": 18, ""Country"": """", ""Flag"": """", ""FlagISO2"": """", ""Draft Year"": 0, ""Status"": ""FA"", ""UFA Year"": 0, ""Cap Hit"": ""nan"", ""NHL GP"": 0, ""NHL G"": 0, ""NHL A"": 0, ""NHL P"": 0, ""GP"": 0, ""G"": 0, ""A"": 0, ""P"": 0, ""NHL SV%"": 0, ""NHL GAA"": 0, ""Length"": ""0"", ""Level"": """", ""Start Year"": ""nan"", ""Signing Status"": ""nan"", ""Expiry Year"": ""nan"", ""Expiry Status"": ""nan"", ""_source"": ""Hockey_Players"", ""sr_player_urn"": """", ""nhl_id"": """", ""sr_country_code3"": """", ""sr_nationality"": """", ""sr_dob"": """", ""sr_height_cm"": """", ""sr_weight_kg"": """", ""sr_position_type"": """", ""sr_jersey_number"": """", ""sr_team_id"": """", ""sr_team_name"": """", ""sr_last_sync"": """", ""nhl_gp"": """", ""nhl_g"": """", ""nhl_a"": """", ""nhl_pts"": """", ""nhl_plus_minus"": """", ""nhl_pim"": """", ""nhl_ppp"": """", ""nhl_shp"": """", ""nhl_gwg"": """", ""nhl_sog"": """", ""nhl_sh_pct"": """", ""nhl_hits"": """", ""nhl_blk"": """", ""nhl_toi_avg"": """", ""nhl_fo_pct"": """", ""nhl_w"": """", ""nhl_l"": """", ""nhl_otl"": """", ""nhl_gaa"": """", ""nhl_sv_pct"": """", ""nhl_so"": """", ""nhl_saves"": """", ""nhl_sa"": """", ""nhl_ga"": """", ""nhl_last_stats_sync"": """", ""NHL_ID"": 8485442.0, ""_src_players"": ""hockey.players.csv"", ""Player_pp"": """", ""Age_pp"": """", ""Country_pp"": """", ""Pos"": """", ""Jersey#_pp"": """", ""W(lbs)_pp"": """", ""H(f)_pp"": """", ""UFA Year_pp"": """", ""Draft Year_pp"": """", ""NHL GP_pp"": """", ""NHL G_pp"": """", ""NHL A_pp"": """", ""NHL P_pp"": """", ""NHL PPG"": """", ""NHL SV%_pp"": """", ""NHL GAA_pp"": """", ""Status_pp"": """", ""Length_pp"": """", ""Level_pp"": """", ""Cap Hit_pp"": """", ""Start Year_pp"": """", ""Signing Status_pp"": """", ""Expiry Year_pp"": """", ""Expiry Status_pp"": """", ""GP_pp"": """", ""G_pp"": """", ""A_pp"": """", ""P_pp"": """", ""plus/moins"": """", ""Unnamed: 29"": """", ""Unnamed: 30"": """", ""_src_puckpedia"": """", ""DOB"": """", ""_src_nhl"": ""NHL_API"", ""_updated_at_utc"": ""2026-02-01T22:17:33+00:00""}"
NHL:8485443.0,added,__row__,,"{""Player"": ""Zeb Lindgren"", ""Team"": ""NYR"", ""Position"": ""D"", ""Jersey#"": 0, ""H(f)"": """", ""W(lbs)"": 0, ""Age"": 18, ""Country"": """", ""Flag"": """", ""FlagISO2"": """", ""Draft Year"": 0, ""Status"": ""FA"", ""UFA Year"": 0, ""Cap Hit"": ""nan"", ""NHL GP"": 0, ""NHL G"": 0, ""NHL A"": 0, ""NHL P"": 0, ""GP"": 0, ""G"": 0, ""A"": 0, ""P"": 0, ""NHL SV%"": 0, ""NHL GAA"": 0, ""Length"": ""0"", ""Level"": """", ""Start Year"": ""nan"", ""Signing Status"": ""nan"", ""Expiry Year"": ""nan"", ""Expiry Status"": ""nan"", ""_source"": ""Hockey_Players"", ""sr_player_urn"": """", ""nhl_id"": """", ""sr_country_code3"": """", ""sr_nationality"": """", ""sr_dob"": """", ""sr_height_cm"": """", ""sr_weight_kg"": """", ""sr_position_type"": """", ""sr_jersey_number"": """", ""sr_team_id"": """", ""sr_team_name"": """", ""sr_last_sync"": """", ""nhl_gp"": """", ""nhl_g"": """", ""nhl_a"": """", ""nhl_pts"": """", ""nhl_plus_minus"": """", ""nhl_pim"": """", ""nhl_ppp"": """", ""nhl_shp"": """", ""nhl_gwg"": """", ""nhl_sog"": """", ""nhl_sh_pct"": """", ""nhl_hits"": """", ""nhl_blk"": """", ""nhl_toi_avg"": """", ""nhl_fo_pct"": """", ""nhl_w"": """", ""nhl_l"": """", ""nhl_otl"": """", ""nhl_gaa"": """", ""nhl_sv_pct"": """", ""nhl_so"": """", ""nhl_saves"": """", ""nhl_sa"": """", ""nhl_ga"": """", ""nhl_last_stats_sync"": """", ""NHL_ID"": 8485443.0, ""_src_players"": ""hockey.players.csv"", ""Player_pp"": """", ""Age_pp"": """", ""Country_pp"": """", ""Pos"": """", ""Jersey#_pp"": """", ""W(lbs)_pp"": """", ""H(f)_pp"": """", ""UFA Year_pp"": """", ""Draft Year_pp"": """", ""NHL GP_pp"": """", ""NHL G_pp"": """", ""NHL A_pp"": """", ""NHL P_pp"": """", ""NHL PPG"": """", ""NHL SV%_pp"": """", ""NHL GAA_pp"": """", ""Status_pp"": """", ""Length_pp"": """", ""Level_pp"": """", ""Cap Hit_pp"": """", ""Start Year_pp"": """", ""Signing Status_pp"": """", ""Expiry Year_pp"": """", ""Expiry Status_pp"": """", ""GP_pp"": """", ""G_pp"": """", ""A_pp"": """", ""P_pp"": """", ""plus/moins"": """", ""Unnamed: 29"": """", ""Unnamed: 30"": """", ""_src_puckpedia"": """", ""DOB"": """", ""_src_nhl"": ""NHL_API"", ""_updated_at_utc"": ""2026-02-01T22:17:33+00:00""}"
NHL:8485444.0,added,__row__,,"{""Player"": ""Owen Martin"", ""Team"": ""WPG"", ""Position"": ""F"", ""Jersey#"": 0, ""H(f)"": """", ""W(lbs)"": 0, ""Age"": 18, ""Country"": """", ""Flag"": """", ""FlagISO2"": """", ""Draft Year"": 0, ""Status"": ""FA"", ""UFA Year"": 0, ""Cap Hit"": ""nan"", ""NHL GP"": 0, ""NHL G"": 0, ""NHL A"": 0, ""NHL P"": 0, ""GP"": 0, ""G"": 0, ""A"": 0, ""P"": 0, ""NHL SV%"": 0, ""NHL GAA"": 0, ""Length"": ""0"", ""Level"": """", ""Start Year"": ""nan"", ""Signing Status"": ""nan"", ""Expiry Year"": ""nan"", ""Expiry Status"": ""nan"", ""_source"": ""Hockey_Players"", ""sr_player_urn"": """", ""nhl_id"": """", ""sr_country_code3"": """", ""sr_nationality"": """", ""sr_dob"": """", ""sr_height_cm"": """", ""sr_weight_kg"": """", ""sr_position_type"": """", ""sr_jersey_number"": """", ""sr_team_id"": """", ""sr_team_name"": """", ""sr_last_sync"": """", ""nhl_gp"": """", ""nhl_g"": """", ""nhl_a"": """", ""nhl_pts"": """", ""nhl_plus_minus"": """", ""nhl_pim"": """", ""nhl_ppp"": """", ""nhl_shp"": """", ""nhl_gwg"": """", ""nhl_sog"": """", ""nhl_sh_pct"": """", ""nhl_hits"": """", ""nhl_blk"": """", ""nhl_toi_avg"": """", ""nhl_fo_pct"": """", ""nhl_w"": """", ""nhl_l"": """", ""nhl_otl"": """", ""nhl_gaa"": """", ""nhl_sv_pct"": """", ""nhl_so"": """", ""nhl_saves"": """", ""nhl_sa"": """", ""nhl_ga"": """", ""nhl_last_stats_sync"": """", ""NHL_ID"": 8485444.0, ""_src_players"": ""hockey.players.csv"", ""Player_pp"": """", ""Age_pp"": """", ""Country_pp"": """", ""Pos"": """", ""Jersey#_pp"": """", ""W(lbs)_pp"": """", ""H(f)_pp"": """", ""UFA Year_pp"": """", ""Draft Year_pp"": """", ""NHL GP_pp"": """", ""NHL G_pp"": """", ""NHL A_pp"": """", ""NHL P_pp"": """", ""NHL PPG"": """", ""NHL SV%_pp"": """", ""NHL GAA_pp"": """", ""Status_pp"": """", ""Length_pp"": """", ""Level_pp"": """", ""Cap Hit_pp"": """", ""Start Year_pp"": """", ""Signing Status_pp"": """", ""Expiry Year_pp"": """", ""Expiry Status_pp"": """", ""GP_pp"": """", ""G_pp"": """", ""A_pp"": """", ""P_pp"": """", ""plus/moins"": """", ""Unnamed: 29"": """", ""Unnamed: 30"": """", ""_src_puckpedia"": """", ""DOB"": """", ""_src_nhl"": ""NHL_API"", ""_updated_at_utc"": ""2026-02-01T22:17:33+00:00""}"
NHL:8485445.0,added,__row__,,"{""Player"": ""Mason Moe"", ""Team"": ""NJD"", ""Position"": ""F"", ""Jersey#"": 0, ""H(f)"": """", ""W(lbs)"": 0, ""Age"": 18, ""Country"": """", ""Flag"": """", ""FlagISO2"": """", ""Draft Year"": 0, ""Status"": ""FA"", ""UFA Year"": 0, ""Cap Hit"": ""nan"", ""NHL GP"": 0, ""NHL G"": 0, ""NHL A"": 0, ""NHL P"": 0, ""GP"": 0, ""G"": 0, ""A"": 0, ""P"": 0, ""NHL SV%"": 0, ""NHL GAA"": 0, ""Length"": ""0"", ""Level"": """", ""Start Year"": ""nan"", ""Signing Status"": ""nan"", ""Expiry Year"": ""nan"", ""Expiry Status"": ""nan"", ""_source"": ""Hockey_Players"", ""sr_player_urn"": """", ""nhl_id"": """", ""sr_country_code3"": """", ""sr_nationality"": """", ""sr_dob"": """", ""sr_height_cm"": """", ""sr_weight_kg"": """", ""sr_position_type"": """", ""sr_jersey_number"": """", ""sr_team_id"": """", ""sr_team_name"": """", ""sr_last_sync"": """", ""nhl_gp"": """", ""nhl_g"": """", ""nhl_a"": """", ""nhl_pts"": """", ""nhl_plus_minus"": """", ""nhl_pim"": """", ""nhl_ppp"": """", ""nhl_shp"": """", ""nhl_gwg"": """", ""nhl_sog"": """", ""nhl_sh_pct"": """", ""nhl_hits"": """", ""nhl_blk"": """", ""nhl_toi_avg"": """", ""nhl_fo_pct"": """", ""nhl_w"": """", ""nhl_l"": """", ""nhl_otl"": """", ""nhl_gaa"": """", ""nhl_sv_pct"": """", ""nhl_so"": """", ""nhl_saves"": """", ""nhl_sa"": """", ""nhl_ga"": """", ""nhl_last_stats_sync"": """", ""NHL_ID"": 8485445.0, ""_src_players"": ""hockey.players.csv"", ""Player_pp"": """", ""Age_pp"": """", ""Country_pp"": """", ""Pos"": """", ""Jersey#_pp"": """", ""W(lbs)_pp"": """", ""H(f)_pp"": """", ""UFA Year_pp"": """", ""Draft Year_pp"": """", ""NHL GP_pp"": """", ""NHL G_pp"": """", ""NHL A_pp"": """", ""NHL P_pp"": """", ""NHL PPG"": """", ""NHL SV%_pp"": """", ""NHL GAA_pp"": """", ""Status_pp"": """", ""Length_pp"": """", ""Level_pp"": """", ""Cap Hit_pp"": """", ""Start Year_pp"": """", ""Signing Status_pp"": """", ""Expiry Year_pp"": """", ""Expiry Status_pp"": """", ""GP_pp"": """", ""G_pp"": """", ""A_pp"": """", ""P_pp"": """", ""plus/moins"": """", ""Unnamed: 29"": """", ""Unnamed: 30"": """", ""_src_puckpedia"": """", ""DOB"": """", ""_src_nhl"": ""NHL_API"", ""_updated_at_utc"": ""2026-02-01T22:17:33+00:00""}"
NHL:8485446.0,added,__row__,,"{""Player"": ""Elijah Neuenschwander"", ""Team"": ""ANA"", ""Position"": ""G"", ""Jersey#"": 0, ""H(f)"": """", ""W(lbs)"": 0, ""Age"": 19, ""Country"": """", ""Flag"": """", ""FlagISO2"": """", ""Draft Year"": 0, ""Status"": ""FA"", ""UFA Year"": 0, ""Cap Hit"": ""nan"", ""NHL GP"": 0, ""NHL G"": 0, ""NHL A"": 0, ""NHL P"": 0, ""GP"": 0, ""G"": 0, ""A"": 0, ""P"": 0, ""NHL SV%"": 0, ""NHL GAA"": 0, ""Length"": ""0"", ""Level"": """", ""Start Year"": ""nan"", ""Signing Status"": ""nan"", ""Expiry Year"": ""nan"", ""Expiry Status"": ""nan"", ""_source"": ""Hockey_Players"", ""sr_player_urn"": """", ""nhl_id"": """", ""sr_country_code3"": """", ""sr_nationality"": """", ""sr_dob"": """", ""sr_height_cm"": """", ""sr_weight_kg"": """", ""sr_position_type"": """", ""sr_jersey_number"": """", ""sr_team_id"": """", ""sr_team_name"": """", ""sr_last_sync"": """", ""nhl_gp"": """", ""nhl_g"": """", ""nhl_a"": """", ""nhl_pts"": """", ""nhl_plus_minus"": """", ""nhl_pim"": """", ""nhl_ppp"": """", ""nhl_shp"": """", ""nhl_gwg"": """", ""nhl_sog"": """", ""nhl_sh_pct"": """", ""nhl_hits"": """", ""nhl_blk"": """", ""nhl_toi_avg"": """", ""nhl_fo_pct"": """", ""nhl_w"": """", ""nhl_l"": """", ""nhl_otl"": """", ""nhl_gaa"": """", ""nhl_sv_pct"": """", ""nhl_so"": """", ""nhl_saves"": """", ""nhl_sa"": """", ""nhl_ga"": """", ""nhl_last_stats_sync"": """", ""NHL_ID"": 8485446.0, ""_src_players"": ""hockey.players.csv"", ""Player_pp"": """", ""Age_pp"": """", ""Country_pp"": """", ""Pos"": """", ""Jersey#_pp"": """", ""W(lbs)_pp"": """", ""H(f)_pp"": """", ""UFA Year_pp"": """", ""Draft Year_pp"": """", ""NHL GP_pp"": """", ""NHL G_pp"": """", ""NHL A_pp"": """", ""NHL P_pp"": """", ""NHL PPG"": """", ""NHL SV%_pp"": """", ""NHL GAA_pp"": """", ""Status_pp"": """", ""Length_pp"": """", ""Level_pp"": """", ""Cap Hit_pp"": """", ""Start Year_pp"": """", ""Signing Status_pp"": """", ""Expiry Year_pp"": """", ""Expiry Status_pp"": """", ""GP_pp"": """", ""G_pp"": """", ""A_pp"": """", ""P_pp"": """", ""plus/moins"": """", ""Unnamed: 29"": """", ""Unnamed: 30"": """", ""_src_puckpedia"": """", ""DOB"": """", ""_src_nhl"": ""NHL_API"", ""_updated_at_utc"": ""2026-02-01T22:17:33+00:00""}"
NHL:8485447.0,added,__row__,,"{""Player"": ""Brady Peddle"", ""Team"": ""PIT"", ""Position"": ""D"", ""Jersey#"": 0, ""H(f)"": """", ""W(lbs)"": 0, ""Age"": 18, ""Country"": """", ""Flag"": """", ""FlagISO2"": """", ""Draft Year"": 0, ""Status"": ""FA"", ""UFA Year"": 0, ""Cap Hit"": ""nan"", ""NHL GP"": 0, ""NHL G"": 0, ""NHL A"": 0, ""NHL P"": 0, ""GP"": 0, ""G"": 0, ""A"": 0, ""P"": 0, ""NHL SV%"": 0, ""NHL GAA"": 0, ""Length"": ""0"", ""Level"": """", ""Start Year"": ""nan"", ""Signing Status"": ""nan"", ""Expiry Year"": ""nan"", ""Expiry Status"": ""nan"", ""_source"": ""Hockey_Players"", ""sr_player_urn"": """", ""nhl_id"": """", ""sr_country_code3"": """", ""sr_nationality"": """", ""sr_dob"": """", ""sr_height_cm"": """", ""sr_weight_kg"": """", ""sr_position_type"": """", ""sr_jersey_number"": """", ""sr_team_id"": """", ""sr_team_name"": """", ""sr_last_sync"": """", ""nhl_gp"": """", ""nhl_g"": """", ""nhl_a"": """", ""nhl_pts"": """", ""nhl_plus_minus"": """", ""nhl_pim"": """", ""nhl_ppp"": """", ""nhl_shp"": """", ""nhl_gwg"": """", ""nhl_sog"": """", ""nhl_sh_pct"": """", ""nhl_hits"": """", ""nhl_blk"": """", ""nhl_toi_avg"": """", ""nhl_fo_pct"": """", ""nhl_w"": """", ""nhl_l"": """", ""nhl_otl"": """", ""nhl_gaa"": """", ""nhl_sv_pct"": """", ""nhl_so"": """", ""nhl_saves"": """", ""nhl_sa"": """", ""nhl_ga"": """", ""nhl_last_stats_sync"": """", ""NHL_ID"": 8485447.0, ""_src_players"": ""hockey.players.csv"", ""Player_pp"": """", ""Age_pp"": """", ""Country_pp"": """", ""Pos"": """", ""Jersey#_pp"": """", ""W(lbs)_pp"": """", ""H(f)_pp"": """", ""UFA Year_pp"": """", ""Draft Year_pp"": """", ""NHL GP_pp"": """", ""NHL G_pp"": """", ""NHL A_pp"": """", ""NHL P_pp"": """", ""NHL PPG"": """", ""NHL SV%_pp"": """", ""NHL GAA_pp"": """", ""Status_pp"": """", ""Length_pp"": """", ""Level_pp"": """", ""Cap Hit_pp"": """", ""Start Year_pp"": """", ""Signing Status_pp"": """", ""Expiry Year_pp"": """", ""Expiry Status_pp"": """", ""GP_pp"": """", ""G_pp"": """", ""A_pp"": """", ""P_pp"": """", ""plus/moins"": """", ""Unnamed: 29"": """", ""Unnamed: 30"": """", ""_src_puckpedia"": """", ""DOB"": """", ""_src_nhl"": ""NHL_API"", ""_updated_at_utc"": ""2026-02-01T22:17:33+00:00""}"
NHL:8485561.0,added,__row__,,"{""Player"": ""Semyon Frolov"", ""Team"": ""CAR"", ""Position"": ""G"", ""Jersey#"": 0, ""H(f)"": """", ""W(lbs)"": 0, ""Age"": 18, ""Country"": """", ""Flag"": """", ""FlagISO2"": """", ""Draft Year"": 0, ""Status"": ""FA"", ""UFA Year"": 0, ""Cap Hit"": ""nan"", ""NHL GP"": 0, ""NHL G"": 0, ""NHL A"": 0, ""NHL P"": 0, ""GP"": 0, ""G"": 0, ""A"": 0, ""P"": 0, ""NHL SV%"": 0, ""NHL GAA"": 0, ""Length"": ""0"", ""Level"": """", ""Start Year"": ""nan"", ""Signing Status"": ""nan"", ""Expiry Year"": ""nan"", ""Expiry Status"": ""nan"", ""_source"": ""Hockey_Players"", ""sr_player_urn"": """", ""nhl_id"": """", ""sr_country_code3"": """", ""sr_nationality"": """", ""sr_dob"": """", ""sr_height_cm"": """", ""sr_weight_kg"": """", ""sr_position_type"": """", ""sr_jersey_number"": """", ""sr_team_id"": """", ""sr_team_name"": """", ""sr_last_sync"": """", ""nhl_gp"": """", ""nhl_g"": """", ""nhl_a"": """", ""nhl_pts"": """", ""nhl_plus_minus"": """", ""nhl_pim"": """", ""nhl_ppp"": """", ""nhl_shp"": """", ""nhl_gwg"": """", ""nhl_sog"": """", ""nhl_sh_pct"": """", ""nhl_hits"": """", ""nhl_blk"": """", ""nhl_toi_avg"": """", ""nhl_fo_pct"": """", ""nhl_w"": """", ""nhl_l"": """", ""nhl_otl"": """", ""nhl_gaa"": """", ""nhl_sv_pct"": """", ""nhl_so"": """", ""nhl_saves"": """", ""nhl_sa"": """", ""nhl_ga"": """", ""nhl_last_stats_sync"": """", ""NHL_ID"": 8485561.0, ""_src_players"": ""hockey.players.csv"", ""Player_pp"": """", ""Age_pp"": """", ""Country_pp"": """", ""Pos"": """", ""Jersey#_pp"": """", ""W(lbs)_pp"": """", ""H(f)_pp"": """", ""UFA Year_pp"": """", ""Draft Year_pp"": """", ""NHL GP_pp"": """", ""NHL G_pp"": """", ""NHL A_pp"": """", ""NHL P_pp"": """", ""NHL PPG"": """", ""NHL SV%_pp"": """", ""NHL GAA_pp"": """", ""Status_pp"": """", ""Length_pp"": """", ""Level_pp"": """", ""Cap Hit_pp"": """", ""Start Year_pp"": """", ""Signing Status_pp"": """", ""Expiry Year_pp"": """", ""Expiry Status_pp"": """", ""GP_pp"": """", ""G_pp"": """", ""A_pp"": """", ""P_pp"": """", ""plus/moins"": """", ""Unnamed: 29"": """", ""Unnamed: 30"": """", ""_src_puckpedia"": """", ""DOB"": """", ""_src_nhl"": ""NHL_API"", ""_updated_at_utc"": ""2026-02-01T22:17:33+00:00""}"
NHL:8485563.0,added,__row__,,"{""Player"": ""Charlie Cerrato"", ""Team"": ""CAR"", ""Position"": ""F"", ""Jersey#"": 0, ""H(f)"": """", ""W(lbs)"": 0, ""Age"": 20, ""Country"": """", ""Flag"": """", ""FlagISO2"": """", ""Draft Year"": 0, ""Status"": ""FA"", ""UFA Year"": 0, ""Cap Hit"": ""nan"", ""NHL GP"": 0, ""NHL G"": 0, ""NHL A"": 0, ""NHL P"": 0, ""GP"": 0, ""G"": 0, ""A"": 0, ""P"": 0, ""NHL SV%"": 0, ""NHL GAA"": 0, ""Length"": ""0"", ""Level"": """", ""Start Year"": ""nan"", ""Signing Status"": ""nan"", ""Expiry Year"": ""nan"", ""Expiry Status"": ""nan"", ""_source"": ""Hockey_Players"", ""sr_player_urn"": """", ""nhl_id"": """", ""sr_country_code3"": """", ""sr_nationality"": """", ""sr_dob"": """", ""sr_height_cm"": """", ""sr_weight_kg"": """", ""sr_position_type"": """", ""sr_jersey_number"": """", ""sr_team_id"": """", ""sr_team_name"": """", ""sr_last_sync"": """", ""nhl_gp"": """", ""nhl_g"": """", ""nhl_a"": """", ""nhl_pts"": """", ""nhl_plus_minus"": """", ""nhl_pim"": """", ""nhl_ppp"": """", ""nhl_shp"": """", ""nhl_gwg"": """", ""nhl_sog"": """", ""nhl_sh_pct"": """", ""nhl_hits"": """", ""nhl_blk"": """", ""nhl_toi_avg"": """", ""nhl_fo_pct"": """", ""nhl_w"": """", ""nhl_l"": """", ""nhl_otl"": """", ""nhl_gaa"": """", ""nhl_sv_pct"": """", ""nhl_so"": """", ""nhl_saves"": """", ""nhl_sa"": """", ""nhl_ga"": """", ""nhl_last_stats_sync"": """", ""NHL_ID"": 8485563.0, ""_src_players"": ""hockey.players.csv"", ""Player_pp"": """", ""Age_pp"": """", ""Country_pp"": """", ""Pos"": """", ""Jersey#_pp"": """", ""W(lbs)_pp"": """", ""H(f)_pp"": """", ""UFA Year_pp"": """", ""Draft Year_pp"": """", ""NHL GP_pp"": """", ""NHL G_pp"": """", ""NHL A_pp"": """", ""NHL P_pp"": """", ""NHL PPG"": """", ""NHL SV%_pp"": """", ""NHL GAA_pp"": """", ""Status_pp"": """", ""Length_pp"": """", ""Level_pp"": """", ""Cap Hit_pp"": """", ""Start Year_pp"": """", ""Signing Status_pp"": """", ""Expiry Year_pp"": """", ""Expiry Status_pp"": """", ""GP_pp"": """", ""G_pp"": """", ""A_pp"": """", ""P_pp"": """", ""plus/moins"": """", ""Unnamed: 29"": """", ""Unnamed: 30"": """", ""_src_puckpedia"": """", ""DOB"": """", ""_src_nhl"": ""NHL_API"", ""_updated_at_utc"": ""2026-02-01T22:17:33+00:00""}"
NHL:8485564.0,added,__row__,,"{""Player"": ""Tinus Luc Koblar"", ""Team"": ""TOR"", ""Position"": ""F"", ""Jersey#"": 0, ""H(f)"": """", ""W(lbs)"": 0, ""Age"": 18, ""Country"": """", ""Flag"": """", ""FlagISO2"": """", ""Draft Year"": 0, ""Status"": ""FA"", ""UFA Year"": 0, ""Cap Hit"": ""nan"", ""NHL GP"": 0, ""NHL G"": 0, ""NHL A"": 0, ""NHL P"": 0, ""GP"": 0, ""G"": 0, ""A"": 0, ""P"": 0, ""NHL SV%"": 0, ""NHL GAA"": 0, ""Length"": ""0"", ""Level"": """", ""Start Year"": ""nan"", ""Signing Status"": ""nan"", ""Expiry Year"": ""nan"", ""Expiry Status"": ""nan"", ""_source"": ""Hockey_Players"", ""sr_player_urn"": """", ""nhl_id"": """", ""sr_country_code3"": """", ""sr_nationality"": """", ""sr_dob"": """", ""sr_height_cm"": """", ""sr_weight_kg"": """", ""sr_position_type"": """", ""sr_jersey_number"": """", ""sr_team_id"": """", ""sr_team_name"": """", ""sr_last_sync"": """", ""nhl_gp"": """", ""nhl_g"": """", ""nhl_a"": """", ""nhl_pts"": """", ""nhl_plus_minus"": """", ""nhl_pim"": """", ""nhl_ppp"": """", ""nhl_shp"": """", ""nhl_gwg"": """", ""nhl_sog"": """", ""nhl_sh_pct"": """", ""nhl_hits"": """", ""nhl_blk"": """", ""nhl_toi_avg"": """", ""nhl_fo_pct"": """", ""nhl_w"": """", ""nhl_l"": """", ""nhl_otl"": """", ""nhl_gaa"": """", ""nhl_sv_pct"": """", ""nhl_so"": """", ""nhl_saves"": """", ""nhl_sa"": """", ""nhl_ga"": """", ""nhl_last_stats_sync"": """", ""NHL_ID"": 8485564.0, ""_src_players"": ""hockey.players.csv"", ""Player_pp"": """", ""Age_pp"": """", ""Country_pp"": """", ""Pos"": """", ""Jersey#_pp"": """", ""W(lbs)_pp"": """", ""H(f)_pp"": """", ""UFA Year_pp"": """", ""Draft Year_pp"": """", ""NHL GP_pp"": """", ""NHL G_pp"": """", ""NHL A_pp"": """", ""NHL P_pp"": """", ""NHL PPG"": """", ""NHL SV%_pp"": """", ""NHL GAA_pp"": """", ""Status_pp"": """", ""Length_pp"": """", ""Level_pp"": """", ""Cap Hit_pp"": """", ""Start Year_pp"": """", ""Signing Status_pp"": """", ""Expiry Year_pp"": """", ""Expiry Status_pp"": """", ""GP_pp"": """", ""G_pp"": """", ""A_pp"": """", ""P_pp"": """", ""plus/moins"": """", ""Unnamed: 29"": """", ""Unnamed: 30"": """", ""_src_puckpedia"": """", ""DOB"": """", ""_src_nhl"": ""NHL_API"", ""_updated_at_utc"": ""2026-02-01T22:17:33+00:00""}"
